ID_SOGGETTO,ID_OPERAZIONE,FLAG_PERSONA_FISICA,COGNOME,NOME,SESSO,DATA_NASCITA,DATA_INIZIO_VALIDITA,DATA_FINE_VALIDITA,MATCHCODE,ID_STATO_ANAGRAFICO,ID_STATO_SOGGETTO,ID_CITTADINANZA,ID_NAZIONE,CODICEFISCALE,FLAGCFCERTIFICATO,ID_LUOGO,ID_FONTE_PROVENIENZA,ID_FONTE_RIFERIMENTO,DENOMINAZIONE,PARTITAIVA,DATA_COSTITUZIONE,PK_FORMA_GIURIDICA,COD_FORMA_GIURIDICA,CODICE_ATECO,DATA_CANCELLAZIONE,DATA_DECESSO,INDIRIZZO_PEC
100155,900000000000155,S,Conti,Nicolo,M,1946-12-06,2018-05-28,,CONTINICOL,1,1,1,100,CNTNCL46T06H916M,S,32518,3,4,,,,,,,,,
100156,900000000000156,S,Bianchi,Laura,F,2011-04-25,2018-01-21,,BIANCHILAU,1,1,1,100,BNCLRA11D65A435T,S,32519,1,1,,,,,,,,,
100157,900000000000157,S,Fontana,Matteo,M,1993-01-09,2024-09-13,,FONTANAMAT,1,1,1,100,FNTMTT93A09E092U,S,23429,2,2,,,,,,,,,
100158,900000000000158,S,Barbieri,Andrea,M,1990-08-30,2020-08-04,,BARBIERIAN,1,1,1,100,BRBNDR90M30H843N,S,32584,3,3,,,,,,,,,
100159,900000000000159,S,Gallo,Martina,F,2003-05-19,2018-12-27,,GALLOMARTI,1,1,1,100,GLLMTN03E59F529Z,S,23495,1,4,,,,,,,,,
100160,900000000000160,S,Fontana,Simone,M,1954-07-18,2018-08-10,,FONTANASIM,1,1,1,100,FNTSMN54L18A459G,S,32708,2,1,,,,,,,,,
100161,900000000000161,S,Conti,Laura,F,2020-08-23,2022-08-04,,CONTILAURA,1,1,1,100,CNTLRA20M63G688N,S,32709,3,2,,,,,,,,,
100162,900000000000162,S,Rizzo,Nicolo,M,1947-06-15,2022-05-14,,RIZZONICOL,1,1,1,100,RZZNCL47H15B848R,S,23554,1,3,,,,,,,,,
100163,900000000000163,S,Conti,Simone,M,1948-09-16,2023-07-22,,CONTISIMON,1,1,1,100,CNTSMN48P16E761L,S,23555,2,4,,,,,,,,,
100164,900000000000164,S,Barbieri,Marta,F,1938-12-18,2024-06-05,,BARBIERIMA,1,1,1,100,BRBMRT38T58A093H,S,31942,3,1,,,,,,,,,
100165,900000000000165,S,Lombardi,Alessandro,M,1941-09-20,2019-04-20,,LOMBARDIAL,1,1,1,100,LMBLSN41P20I938I,S,32005,1,2,,,,,,,,,
100166,900000000000166,S,Conti,Laura,F,1967-08-14,2017-03-06,,CONTILAURA,1,1,1,100,CNTLRA67M54M145G,S,28676,2,3,,,,,,,,,
100167,900000000000167,S,Lombardi,Paolo,M,2006-12-19,2022-05-07,,LOMBARDIPA,1,1,1,100,LMBPLA06T19E145V,S,30537,3,4,,,,,,,,,
100168,900000000000168,S,Esposito,Simone,M,1923-02-06,2024-11-04,,ESPOSITOSI,1,1,1,100,SPSSMN23B06A714J,S,30597,1,1,,,,,,,,,
100169,900000000000169,S,Rossi,Chiara,F,1948-12-26,2024-01-05,,ROSSICHIAR,1,1,1,100,RSSCHR48T66E512X,S,30025,2,2,,,,,,,,,
100170,900000000000170,S,Rizzo,Paolo,M,1941-04-16,2017-05-04,,RIZZOPAOLO,1,1,1,100,RZZPLA41D16B152O,S,30086,3,3,,,,,,,,,
100171,900000000000171,S,Barbieri,Marta,F,1960-10-20,2017-08-19,,BARBIERIMA,1,1,1,100,BRBMRT60R60F443M,S,30087,1,4,,,,,,,,,
100172,900000000000172,S,Moretti,Alessandro,M,1970-04-24,2019-03-09,,MORETTIALE,1,1,1,100,MRTLSN70D24C580H,S,30147,2,1,,,,,,,,,
100173,900000000000173,S,Rizzo,Andrea,M,1957-09-06,2020-09-30,,RIZZOANDRE,1,1,1,100,RZZNDR57P06D679F,S,30216,3,2,,,,,,,,,
100174,900000000000174,S,Rossi,Laura,F,2002-10-25,2018-07-07,,ROSSILAURA,1,1,1,100,RSSLRA02R65A458K,S,30281,1,3,,,,,,,,,
100175,900000000000175,S,Bruno,Nicolo,M,1973-01-24,2021-09-11,,BRUNONICOL,1,1,1,100,BRNNCL73A24F013J,S,31304,2,4,,,,,,,,,
100176,900000000000176,S,Gallo,Federica,F,1984-08-07,2018-03-04,,GALLOFEDER,1,1,1,100,GLLFRC84M47B531K,S,31365,3,1,,,,,,,,,
100177,900000000000177,S,Ferrari,Davide,M,1940-03-03,2023-10-27,,FERRARIDAV,1,1,1,100,FRRDVD40C03G933O,S,31498,1,2,,,,,,,,,
100178,900000000000178,S,Conti,Marco,M,2022-04-21,2020-08-24,,CONTIMARCO,1,1,1,100,CNTMRC22D21I826G,S,30730,2,3,,,,,,,,,
100179,900000000000179,S,Marino,Francesca,F,1942-08-13,2021-02-12,,MARINOFRAN,1,1,1,100,MRNFNC42M53L402W,S,30794,3,4,,,,,,,,,
100180,900000000000180,S,Bruno,Stefano,M,1930-07-07,2019-11-07,,BRUNOSTEFA,1,1,1,100,BRNSFN30L07F872D,S,30407,1,1,,,,,,,,,
100181,900000000000181,S,Conti,Francesca,F,1963-09-02,2024-07-13,,CONTIFRANC,1,1,1,100,CNTFNC63P42A964Z,S,29766,2,2,,,,,,,,,
100182,900000000000182,S,Esposito,Matteo,M,1981-09-20,2017-07-18,,ESPOSITOMA,1,1,1,100,SPSMTT81P20H714U,S,58122,3,3,,,,,,,,,
100183,900000000000183,S,Lombardi,Luca,M,2001-09-26,2023-03-28,,LOMBARDILU,1,1,1,100,LMBLCU01P26D957S,S,58183,1,4,,,,,,,,,
100184,900000000000184,S,Greco,Chiara,F,1963-04-09,2020-05-20,,GRECOCHIAR,1,1,1,100,GRCCHR63D49H944B,S,58437,2,1,,,,,,,,,
100185,900000000000185,S,Ferrari,Stefano,M,1977-01-27,2021-05-10,,FERRARISTE,1,1,1,100,FRRSFN77A27C461I,S,33607,3,2,,,,,,,,,
100186,900000000000186,S,Conti,Chiara,F,1992-04-25,2021-04-21,,CONTICHIAR,1,1,1,100,CNTCHR92D65L890N,S,29255,1,3,,,,,,,,,
100187,900000000000187,S,Barbieri,Simone,M,1952-06-01,2021-02-28,,BARBIERISI,1,1,1,100,BRBSMN52H01F957F,S,27335,2,4,,,,,,,,,
100188,900000000000188,S,Moretti,Paolo,M,1939-11-20,2021-11-17,,MORETTIPAO,1,1,1,100,MRTPLA39S20I783O,S,26820,3,1,,,,,,,,,
100189,900000000000189,S,Costa,Chiara,F,1955-01-19,2020-03-25,,COSTACHIAR,1,1,1,100,CSTCHR55A59B375M,S,26821,1,2,,,,,,,,,
100190,900000000000190,S,Gallo,Nicolo,M,1990-09-14,2022-10-21,,GALLONICOL,1,1,1,100,GLLNCL90P14F465Y,S,26249,2,3,,,,,,,,,
100191,900000000000191,S,Conti,Valentina,F,1962-07-30,2020-09-17,,CONTIVALEN,1,1,1,100,CNTVNT62L70D505I,S,31238,3,4,,,,,,,,,
100192,900000000000192,S,Ferrari,Gabriele,M,1995-04-12,2017-11-07,,FERRARIGAB,1,1,1,100,FRRGRL95D12G836P,S,24324,1,1,,,,,,,,,
100193,900000000000193,S,Romano,Paolo,M,2014-04-09,2021-04-21,,ROMANOPAOL,1,1,1,100,RMNPLA14D09H712I,S,24391,2,2,,,,,,,,,
100194,900000000000194,S,Greco,Sofia,F,1993-10-08,2017-11-14,,GRECOSOFIA,1,1,1,100,GRCSFO93R48L900R,S,24392,3,3,,,,,,,,,
100195,900000000000195,S,Esposito,Marco,M,1980-03-08,2017-06-12,,ESPOSITOMA,1,1,1,100,SPSMRC80C08B069R,S,24393,1,4,,,,,,,,,
100196,900000000000196,S,Rizzo,Valentina,F,1993-03-29,2021-06-22,,RIZZOVALEN,1,1,1,100,RZZVNT93C69I382S,S,24457,2,1,,,,,,,,,
100197,900000000000197,S,Moretti,Gabriele,M,1957-07-15,2021-05-17,,MORETTIGAB,1,1,1,100,MRTGRL57L15L967S,S,25415,3,2,,,,,,,,,
100198,900000000000198,S,Fontana,Alessandro,M,1958-01-07,2021-07-17,,FONTANAALE,1,1,1,100,FNTLSN58A07G850A,S,24581,1,3,,,,,,,,,
100199,900000000000199,S,Costa,Sara,F,1992-10-30,2017-05-24,,COSTASARA,1,1,1,100,CSTSRA92R70H689R,S,24645,2,4,,,,,,,,,
100200,900000000000200,S,Greco,Alessandro,M,1997-12-21,2020-12-28,,GRECOALESS,1,1,1,100,GRCLSN97T21C122T,S,24711,3,1,,,,,,,,,
100201,900000000000201,S,Rizzo,Giulia,F,1456-07-09,2019-06-11,,RIZZOGIULI,1,1,1,100,RZZGLI56L49E226Z,S,24839,1,2,,,,,,,,,
100202,900000000000202,S,Lombardi,Luca,M,1995-08-01,2019-04-20,,LOMBARDILU,1,1,1,100,LMBLCU95M01B161R,S,24904,2,3,,,,,,,,,
100203,900000000000203,S,Bruno,Alessandro,M,1933-12-30,2022-04-02,,BRUNOALESS,1,1,1,100,BRNLSN33T30E284C,S,24135,3,4,,,,,,,,,
100204,900000000000204,S,Marino,Valentina,F,2014-01-03,2022-02-14,,MARINOVALE,1,1,1,100,MRNVNT14A43I551H,S,26439,1,1,,,,,,,,,
100205,900000000000205,S,Marino,Simone,M,1999-08-01,2020-07-26,,MARINOSIMO,1,1,1,100,MRNSMN99M01H655J,S,26567,2,2,,,,,,,,,
100206,900000000000206,S,Greco,Francesca,F,2013-08-14,2023-09-23,,GRECOFRANC,1,1,1,100,GRCFNC13M54E522L,S,26568,3,3,,,,,,,,,
100207,900000000000207,S,Fontana,Alessandro,M,2005-10-09,2022-08-08,,FONTANAALE,1,1,1,100,FNTLSN05R09I425D,S,26629,1,4,,,,,,,,,
100208,900000000000208,S,Romano,Alessandro,M,1988-01-25,2020-04-18,,ROMANOALES,1,1,1,100,RMNLSN88A25F810K,S,25864,2,1,,,,,,,,,
100209,900000000000209,S,Rossi,Sara,F,1980-02-21,2023-10-07,,ROSSISARA,1,1,1,100,RSSSRA80B61A083V,S,26053,3,2,,,,,,,,,
100210,900000000000210,S,Ferrari,Stefano,M,1981-05-16,2022-11-06,,FERRARISTE,1,1,1,100,FRRSFN81E16D105V,S,25479,1,3,,,,,,,,,
100211,900000000000211,S,Costa,Sara,F,1962-06-17,2024-12-31,,COSTASARA,1,1,1,100,CSTSRA62H57H512F,S,25542,2,4,,,,,,,,,
100212,900000000000212,S,Marino,Nicolo,M,1954-08-22,2018-04-16,,MARINONICO,1,1,1,100,MRNNCL54M22G981M,S,25669,3,1,,,,,,,,,
100213,900000000000213,S,Bruno,Nicolo,M,1980-06-09,2019-07-23,,BRUNONICOL,1,1,1,100,BRNNCL80H09D577V,S,25798,1,2,,,,,,,,,
100214,900000000000214,S,Lombardi,Marta,F,2007-05-11,2022-04-18,,LOMBARDIMA,1,1,1,100,LMBMRT07E51E671B,S,25161,2,3,,,,,,,,,
100215,900000000000215,S,Greco,Alessandro,M,1989-10-10,2023-03-21,,GRECOALESS,1,1,1,100,GRCLSN89R10B441E,S,25223,3,4,,,,,,,,,
100216,900000000000216,S,Rizzo,Giulia,F,1942-06-11,2017-08-15,,RIZZOGIULI,1,1,1,100,RZZGLI42H51F904R,S,25350,1,1,,,,,,,,,
100217,900000000000217,S,Ferrari,Matteo,M,1976-03-27,2020-03-20,,FERRARIMAT,1,1,1,100,FRRMTT76C27C422Q,S,32073,2,2,,,,,,,,,
100218,900000000000218,S,Bianchi,Alessandro,M,1987-04-10,2023-06-02,,BIANCHIALE,1,1,1,100,BNCLSN87D10H610U,S,32202,3,3,,,,,,,,,
100219,900000000000219,S,Esposito,Giulia,F,1923-06-09,2020-05-24,,ESPOSITOGI,1,1,1,100,SPSGLI23H49D818P,S,32262,1,4,,,,,,,,,
100220,900000000000220,S,Bianchi,Paolo,M,1973-04-10,2023-05-15,,BIANCHIPAO,1,1,1,100,BNCPLA73D10H280L,S,32263,2,1,,,,,,,,,
100221,900000000000221,S,Ferrari,Sara,F,2022-09-19,2020-02-14,,FERRARISAR,1,1,1,100,FRRSRA22P59D794P,S,31558,3,2,,,,,,,,,
100222,900000000000222,S,Barbieri,Marco,M,1969-05-26,2020-10-27,,BARBIERIMA,1,1,1,100,BRBMRC69E26F148I,S,31622,1,3,,,,,,,,,
100223,900000000000223,S,Conti,Nicolo,M,1968-12-16,2023-04-22,,CONTINICOL,1,1,1,100,CNTNCL68T16L869A,S,31813,2,4,,,,,,,,,
100224,900000000000224,S,Romano,Federica,F,1932-06-15,2020-10-18,,ROMANOFEDE,1,1,1,100,RMNFRC32H55G080O,S,31113,3,1,,,,,,,,,
100225,900000000000225,S,Barbieri,Gabriele,M,1967-10-07,2022-09-04,,BARBIERIGA,1,1,1,100,BRBGRL67R07C412T,S,31173,1,2,,,,,,,,,
100226,900000000000226,S,Moretti,Anna,F,1995-02-10,2019-02-19,,MORETTIANN,1,1,1,100,MRTNNA95B50F009Z,S,58245,2,3,,,,,,,,,
100227,900000000000227,S,Fontana,Gabriele,M,1074-10-30,2021-01-23,,FONTANAGAB,1,1,1,100,FNTGRL74R30L949R,S,57736,3,4,,,,,,,,,
100228,900000000000228,S,Costa,Matteo,M,1943-08-24,2019-04-12,,COSTAMATTE,1,1,1,100,CSTMTT43M24A220O,S,57862,1,1,,,,,,,,,
100229,900000000000229,S,Costa,Elena,F,1927-11-30,2024-07-01,,COSTAELENA,1,1,1,100,CSTLNE27S70D717B,S,1668,2,2,,,,,,,,,
100230,900000000000230,S,Rizzo,Paolo,M,2009-08-13,2021-10-22,,RIZZOPAOLO,1,1,1,100,RZZPLA09M13C458X,S,1222,3,3,,,,,,,,,
100231,900000000000231,S,Marino,Federica,F,1958-02-17,2021-09-18,,MARINOFEDE,1,1,1,100,MRNFRC58B57A757O,S,900,1,4,,,,,,,,,
100232,900000000000232,S,Bruno,Marco,M,2010-09-06,2021-05-28,,BRUNOMARCO,1,1,1,100,BRNMRC10P06G095T,S,53254,2,1,,,,,,,,,
100233,900000000000233,S,Costa,Alessandro,M,1922-11-10,2018-05-17,,COSTAALESS,1,1,1,100,CSTLSN22S10G645S,S,31174,3,2,,,,,,,,,
100234,900000000000234,S,Ferrari,Francesca,F,1937-10-28,2024-01-19,,FERRARIFRA,1,1,1,100,FRRFNC37R68M178L,S,23690,1,3,,,,,,,,,
100235,900000000000235,S,Moretti,Nicolo,M,2019-11-03,2020-11-29,,MORETTINIC,1,1,1,100,MRTNCL19S03G489Q,S,22985,2,4,,,,,,,,,
100236,900000000000236,S,Bianchi,Francesca,F,1069-02-24,2021-07-02,,BIANCHIFRA,1,1,1,100,BNCFNC69B64M118E,S,22986,3,1,,,,,,,,,
100237,900000000000237,S,Rizzo,Davide,M,1986-10-05,2021-07-10,,RIZZODAVID,1,1,1,100,RZZDVD86R05C897F,S,23045,1,2,,,,,,,,,
100238,900000000000238,S,Rossi,Simone,M,1941-08-19,2020-10-08,,ROSSISIMON,1,1,1,100,RSSSMN41M19I418O,S,23108,2,3,,,,,,,,,
100239,900000000000239,S,Costa,Laura,F,2002-09-23,2023-07-23,,COSTALAURA,1,1,1,100,CSTLRA02P63B554V,S,23177,3,4,,,,,,,,,
100240,900000000000240,S,Fontana,Alessandro,M,1979-05-13,2018-02-02,,FONTANAALE,1,1,1,100,FNTLSN79E13H522W,S,23304,1,1,,,,,,,,,
100241,900000000000241,S,Gallo,Elena,F,2002-03-23,2019-11-18,,GALLOELENA,1,1,1,100,GLLLNE02C63L364H,S,22603,2,2,,,,,,,,,
100242,900000000000242,S,Costa,Andrea,M,1959-10-30,2018-07-01,,COSTAANDRE,1,1,1,100,CSTNDR59R30I592R,S,28165,3,3,,,,,,,,,
100243,900000000000243,S,Rossi,Marco,M,1987-07-25,2017-01-20,,ROSSIMARCO,1,1,1,100,RSSMRC87L25B574B,S,28229,1,4,,,,,,,,,
100244,900000000000244,S,Barbieri,Elena,F,1944-10-31,2021-06-18,,BARBIERIEL,1,1,1,100,BRBLNE44R71L297X,S,27587,2,1,,,,,,,,,
100245,900000000000245,S,Bianchi,Paolo,M,1946-09-01,2017-12-27,,BIANCHIPAO,1,1,1,100,BNCPLA46P01L554F,S,27910,3,2,,,,,,,,,
100246,900000000000246,S,Rizzo,Giulia,F,1957-05-19,2023-09-22,,RIZZOGIULI,1,1,1,100,RZZGLI57E59D470W,S,27911,1,3,,,,,,,,,
100247,900000000000247,S,Rizzo,Luca,M,1972-10-01,2017-07-10,,RIZZOLUCA,1,1,1,100,RZZLCU72R01D379U,S,27078,2,4,,,,,,,,,
100248,900000000000248,S,Gallo,Alessandro,M,1985-07-09,2021-06-25,,GALLOALESS,1,1,1,100,GLLLSN85L09H327P,S,27079,3,1,,,,,,,,,
100249,900000000000249,S,Rizzo,Sara,F,1999-12-09,2018-02-17,,RIZZOSARA,1,1,1,100,RZZSRA99T49C630T,S,27139,1,2,,,,,,,,,
100250,900000000000250,S,Esposito,Paolo,M,1982-10-21,2019-10-09,,ESPOSITOPA,1,1,1,100,SPSPLA82R21G560B,S,19206,2,3,,,,,,,,,
100251,900000000000251,S,Costa,Chiara,F,1967-10-06,2022-06-30,,COSTACHIAR,1,1,1,100,CSTCHR67R46I392O,S,19269,3,4,,,,,,,,,
100252,900000000000252,S,Conti,Giovanni,M,2001-04-01,2023-09-28,,CONTIGIOVA,1,1,1,100,CNTGNN01D01L157T,S,18692,1,1,,,,,,,,,
100253,900000000000253,S,Bruno,Paolo,M,1965-01-30,2021-04-21,,BRUNOPAOLO,1,1,1,100,BRNPLA65A30F662B,S,18120,2,2,,,,,,,,,
100254,900000000000254,S,Gallo,Valentina,F,1937-09-21,2020-02-06,,GALLOVALEN,1,1,1,100,GLLVNT37P61D107J,S,18182,3,3,,,,,,,,,
100255,900000000000255,S,Barbieri,Nicolo,M,1960-10-25,2020-04-17,,BARBIERINI,1,1,1,100,BRBNCL60R25B662I,S,18183,1,4,,,,,,,,,
100256,900000000000256,S,Bruno,Francesca,F,1958-03-19,2022-02-03,,BRUNOFRANC,1,1,1,100,BRNFNC58C59L026O,S,16518,2,1,,,,,,,,,
100257,900000000000257,S,Lombardi,Matteo,M,1969-05-08,2021-08-21,,LOMBARDIMA,1,1,1,100,LMBMTT69E08C500P,S,16583,3,2,,,,,,,,,
100258,900000000000258,S,Rizzo,Paolo,M,1991-03-02,2017-10-20,,RIZZOPAOLO,1,1,1,100,RZZPLA91C02F829L,S,18441,1,3,,,,,,,,,
100259,900000000000259,S,Lombardi,Anna,F,1993-07-27,2017-02-05,,LOMBARDIAN,1,1,1,100,LMBNNA93L67I008Y,S,18442,2,4,,,,,,,,,
100260,900000000000260,S,Esposito,Stefano,M,2002-10-08,2023-01-16,,ESPOSITOST,1,1,1,100,SPSSFN02R08I117Y,S,17735,3,1,,,,,,,,,
100261,900000000000261,S,Fontana,Marta,F,1969-11-11,2022-01-01,,FONTANAMAR,1,1,1,100,FNTMRT69S51A501I,S,17924,1,2,,,,,,,,,
100262,900000000000262,S,Gallo,Davide,M,1990-06-25,2023-10-08,,GALLODAVID,1,1,1,100,GLLDVD90H25A650S,S,20869,2,3,,,,,,,,,
100263,900000000000263,S,Costa,Marco,M,1934-07-23,2023-07-06,,COSTAMARCO,1,1,1,100,CSTMRC34L23M170R,S,20104,3,4,,,,,,,,,
100264,900000000000264,S,Ferrari,Anna,F,1931-12-29,2024-03-07,,FERRARIANN,1,1,1,100,FRRNNA31T69E490D,S,20105,1,1,,,,,,,,,
100265,900000000000265,S,Moretti,Davide,M,2006-04-17,2019-12-28,,MORETTIDAV,1,1,1,100,MRTDVD06D17A237T,S,20163,2,2,,,,,,,,,
100266,900000000000266,S,Marino,Sofia,F,2002-06-22,2018-05-21,,MARINOSOFI,1,1,1,100,MRNSFO02H62L584X,S,20358,3,3,,,,,,,,,
100267,900000000000267,S,Romano,Alessandro,M,1988-12-21,2020-02-10,,ROMANOALES,1,1,1,100,RMNLSN88T21L840L,S,19783,1,4,,,,,,,,,
100268,900000000000268,S,Bianchi,Gabriele,M,1999-05-05,2022-01-07,,BIANCHIGAB,1,1,1,100,BNCGRL99E05I040L,S,17542,2,1,,,,,,,,,
100269,900000000000269,S,Fontana,Valentina,F,1539-08-29,2018-11-08,,FONTANAVAL,1,1,1,100,FNTVNT39M69L706G,S,22665,3,2,,,,,,,,,
100270,900000000000270,S,Romano,Davide,M,2012-01-30,2019-03-15,,ROMANODAVI,1,1,1,100,RMNDVD12A30F033D,S,22728,1,3,,,,,,,,,
100271,900000000000271,S,Bruno,Chiara,F,1924-06-04,2023-10-18,,BRUNOCHIAR,1,1,1,100,BRNCHR24H44L781O,S,22920,2,4,,,,,,,,,
100272,900000000000272,S,Moretti,Andrea,M,1943-08-09,2022-09-09,,MORETTIAND,1,1,1,100,MRTNDR43M09C078G,S,22278,3,1,,,,,,,,,
100273,900000000000273,S,Barbieri,Gabriele,M,1988-10-30,2020-09-08,,BARBIERIGA,1,1,1,100,BRBGRL88R30I866X,S,54085,1,2,,,,,,,,,
100274,900000000000274,S,Fontana,Francesca,F,1956-07-23,2020-07-30,,FONTANAFRA,1,1,1,100,FNTFNC56L63D030R,S,22340,2,3,,,,,,,,,
100275,900000000000275,S,Esposito,Simone,M,1600-03-05,2023-07-25,,ESPOSITOSI,1,1,1,100,SPSSMN00C05E684W,S,22408,3,4,,,,,,,,,
100276,900000000000276,S,Bruno,Sara,F,2006-11-04,2018-02-23,,BRUNOSARA,1,1,1,100,BRNSRA06S44B213M,S,22468,1,1,,,,,,,,,
100277,900000000000277,S,Bianchi,Marco,M,1989-02-28,2020-10-26,,BIANCHIMAR,1,1,1,100,BNCMRC89B28I594C,S,21834,2,2,,,,,,,,,
100278,900000000000278,S,Conti,Stefano,M,1952-05-09,2021-09-09,,CONTISTEFA,1,1,1,100,CNTSFN52E09F218V,S,21899,3,3,,,,,,,,,
100279,900000000000279,S,Esposito,Sara,F,1999-07-02,2022-08-21,,ESPOSITOSA,1,1,1,100,SPSSRA99L42I927L,S,21900,1,4,,,,,,,,,
100280,900000000000280,S,Rizzo,Marco,M,1957-10-19,2020-12-15,,RIZZOMARCO,1,1,1,100,RZZMRC57R19B402B,S,21958,2,1,,,,,,,,,
100281,900000000000281,S,Greco,Laura,F,1969-09-21,2023-12-03,,GRECOLAURA,1,1,1,100,GRCLRA69P61C815L,S,22021,3,2,,,,,,,,,
100282,900000000000282,S,Moretti,Alessandro,M,1926-06-13,2017-08-25,,MORETTIALE,1,1,1,100,MRTLSN26H13D040Z,S,21318,1,3,,,,,,,,,
100283,900000000000283,S,Moretti,Marco,M,1983-07-03,2023-05-23,,MORETTIMAR,1,1,1,100,MRTMRC83L03A296V,S,21383,2,4,,,,,,,,,
100284,900000000000284,S,Gallo,Valentina,F,1967-09-02,2023-11-19,,GALLOVALEN,1,1,1,100,GLLVNT67P42B744J,S,20933,3,1,,,,,,,,,
100285,900000000000285,S,Romano,Giovanni,M,1944-09-08,2021-09-17,,ROMANOGIOV,1,1,1,100,RMNGNN44P08E358O,S,21128,1,2,,,,,,,,,
100286,900000000000286,S,Gallo,Elena,F,1992-05-10,2019-03-10,,GALLOELENA,1,1,1,100,GLLLNE92E50M189V,S,21129,2,3,,,,,,,,,
100287,900000000000287,S,Bruno,Alessandro,M,1937-06-20,2019-11-03,,BRUNOALESS,1,1,1,100,BRNLSN37H20B070D,S,21193,3,4,,,,,,,,,
100288,900000000000288,S,Costa,Gabriele,M,1978-07-13,2017-07-22,,COSTAGABRI,1,1,1,100,CSTGRL78L13F269N,S,21195,1,1,,,,,,,,,
100289,900000000000289,S,Marino,Martina,F,2007-06-21,2023-03-15,,MARINOMART,1,1,1,100,MRNMTN07H61C111U,S,21253,2,2,,,,,,,,,
100290,900000000000290,S,Ferrari,Gabriele,M,1983-11-18,2020-07-04,,FERRARIGAB,1,1,1,100,FRRGRL83S18G963T,S,17670,3,3,,,,,,,,,
100291,900000000000291,S,Rizzo,Marta,F,1991-03-18,2020-11-24,,RIZZOMARTA,1,1,1,100,RZZMRT91C58D942A,S,17671,1,4,,,,,,,,,
100292,900000000000292,S,Bruno,Gabriele,M,2012-06-15,2019-06-22,,BRUNOGABRI,1,1,1,100,BRNGRL12H15E864N,S,17033,2,1,,,,,,,,,
100293,900000000000293,S,Barbieri,Gabriele,M,1963-06-16,2022-03-09,,BARBIERIGA,1,1,1,100,BRBGRL63H16B835T,S,17093,3,2,,,,,,,,,
100294,900000000000294,S,Fontana,Marta,F,1979-01-30,2024-04-15,,FONTANAMAR,1,1,1,100,FNTMRT79A70F229T,S,16452,1,3,,,,,,,,,
100295,900000000000295,S,Rizzo,Andrea,M,1955-01-18,2021-02-14,,RIZZOANDRE,1,1,1,100,RZZNDR55A18L710I,S,24197,2,4,,,,,,,,,
100296,900000000000296,S,Conti,Anna,F,1932-04-20,2017-01-25,,CONTIANNA,1,1,1,100,CNTNNA32D60D740G,S,24263,3,1,,,,,,,,,
100297,900000000000297,S,Fontana,Alessandro,M,1926-09-24,2020-06-09,,FONTANAALE,1,1,1,100,FNTLSN26P24I673R,S,20038,1,2,,,,,,,,,
100298,900000000000298,S,Moretti,Paolo,M,1979-05-27,2017-10-25,,MORETTIPAO,1,1,1,100,MRTPLA79E27I088H,S,18951,2,3,,,,,,,,,
100299,900000000000299,S,Lombardi,Francesca,F,1981-02-21,2022-11-15,,LOMBARDIFR,1,1,1,100,LMBFNC81B61A266X,S,19013,3,4,,,,,,,,,
100300,900000000000300,S,Costa,Simone,M,1928-08-11,2017-03-11,,COSTASIMON,1,1,1,100,CSTSMN28M11H134D,S,16647,1,1,,,,,,,,,
100301,900000000000301,S,Romano,Anna,F,2001-09-15,2022-04-07,,ROMANOANNA,1,1,1,100,RMNNNA01P55L985O,S,16838,2,2,,,,,,,,,
100302,900000000000302,S,Romano,Paolo,M,1977-07-29,2017-06-06,,ROMANOPAOL,1,1,1,100,RMNPLA77L29A954K,S,16007,3,3,,,,,,,,,
100303,900000000000303,S,Fontana,Stefano,M,1993-08-01,2021-06-13,,FONTANASTE,1,1,1,100,FNTSFN93M01C388B,S,16135,1,4,,,,,,,,,
100304,900000000000304,S,Ferrari,Laura,F,1953-09-12,2021-02-12,,FERRARILAU,1,1,1,100,FRRLRA53P52I292T,S,16264,2,1,,,,,,,,,
100305,900000000000305,S,Esposito,Andrea,M,2008-04-19,2018-01-06,,ESPOSITOAN,1,1,1,100,SPSNDR08D19L979D,S,16265,3,2,,,,,,,,,
100306,900000000000306,S,Esposito,Giulia,F,1957-10-20,2017-11-04,,ESPOSITOGI,1,1,1,100,SPSGLI57R60C614E,S,13125,1,3,,,,,,,,,
100307,900000000000307,S,Conti,Marco,M,1938-04-27,2023-12-03,,CONTIMARCO,1,1,1,100,CNTMRC38D27D879K,S,13191,2,4,,,,,,,,,
100308,900000000000308,S,Moretti,Andrea,M,1983-06-30,2022-07-05,,MORETTIAND,1,1,1,100,MRTNDR83H30A568Q,S,13257,3,1,,,,,,,,,
100309,900000000000309,S,Marino,Francesca,F,1963-11-02,2018-09-10,,MARINOFRAN,1,1,1,100,MRNFNC63S42F999Z,S,13384,1,2,,,,,,,,,
100310,900000000000310,S,Lombardi,Matteo,M,1964-04-19,2020-11-17,,LOMBARDIMA,1,1,1,100,LMBMTT64D19C848N,S,13445,2,3,,,,,,,,,
100311,900000000000311,S,Lombardi,Elena,F,1964-01-14,2020-09-26,,LOMBARDIEL,1,1,1,100,LMBLNE64A54E146C,S,13511,3,4,,,,,,,,,
100312,900000000000312,S,Romano,Simone,M,1977-05-07,2018-05-25,,ROMANOSIMO,1,1,1,100,RMNSMN77E07I103H,S,15560,1,1,,,,,,,,,
