id_anagrafica,cod_fiscale,cod_partita_iva,fk_comune_residenza,de_indirizzo_residenza,flg_dic_presentata_prima_volta,flg_pf_mini,flg_grandi_contrib,fk_comune_nascita,dt_nascita,flg_sesso,cod_stato_civile,de_cognome,de_nome,de_numero_telefono,de_numero_fax,de_mail,fk_comune_fiscale
9800166,CNTLRA67M54M145G,,28676,Strada Roma 147,,0,0,28676,1967-08-14,F,D,Conti,Laura,3827674405,,laura.conti98@example.it,28676
9800167,LMBPLA06T19E145V,,30537,Strada Pascoli 168,,0,0,30537,2006-12-19,M,D,Lombardi,Paolo,3248090357,,paolo.lombardi85@example.it,30537
9800168,SPSSMN23B06A714J,,30597,Via Dante 135,1,0,0,30597,1923-02-06,M,C,Esposito,Simone,3412421227,,simone.esposito28@example.it,30597
9800169,RSSCHR48T66E512X,,30025,Viale Pascoli 170,,0,0,30025,1948-12-26,F,V,Rossi,Chiara,3341639518,,chiara.rossi31@example.it,30025
9800170,RZZPLA41D16B152O,,30086,Strada Garibaldi 179,,0,0,30086,1941-04-16,M,V,Rizzo,Paolo,3531676467,,paolo.rizzo47@example.it,30086
9800171,BRBMRT60R60F443M,,30087,Viale Roma 4,,0,0,30087,1960-10-20,F,N,Barbieri,Marta,3733495034,,marta.barbieri30@example.it,30087
9800172,MRTLSN70D24C580H,,30147,Borgo Marconi 97,,0,0,30147,1970-04-24,M,N,Moretti,Alessandro,3254784700,,alessandro.moretti11@example.it,30147
9800173,RZZNDR57P06D679F,,30216,Via Cavour 7,,0,0,30216,1957-09-06,M,V,Rizzo,Andrea,3815154987,,andrea.rizzo50@example.it,30216
9800174,RSSLRA02R65A458K,,30281,Strada Verdi 173,,0,0,30281,2002-10-25,F,C,Rossi,Laura,3697089672,,laura.rossi3@example.it,30281
9800175,BRNNCL73A24F013J,,31304,Strada Garibaldi 174,1,0,0,31304,1973-01-24,M,C,Bruno,Nicolo,3822523726,,nicolo.bruno33@example.it,31304
9800176,GLLFRC84M47B531K,,31365,Piazza Mazzini 119,,1,0,31365,1984-08-07,F,C,Gallo,Federica,3787027028,,federica.gallo68@example.it,31365
9800177,FRRDVD40C03G933O,,31498,Borgo Europa 177,,0,0,31498,1940-03-03,M,N,Ferrari,Davide,3245239650,,davide.ferrari27@example.it,31498
9800178,CNTMRC22D21I826G,,30730,Via Kennedy 112,,0,0,30730,2022-04-21,M,S,Conti,Marco,3317706355,,marco.conti56@example.it,30730
9800179,MRNFNC42M53L402W,,30794,Corso Garibaldi 34,,0,0,30794,1942-08-13,F,C,Marino,Francesca,3959211964,,francesca.marino69@example.it,30794
9800180,BRNSFN30L07F872D,,30407,Borgo Europa 8,,0,0,30407,1930-07-07,M,V,Bruno,Stefano,3434874166,,stefano.bruno29@example.it,30407
9800181,CNTFNC63P42A964Z,,29766,Strada Pascoli 39,,0,0,29766,1963-09-02,F,C,Conti,Francesca,3434962995,,francesca.conti1@example.it,29766
9800182,SPSMTT81P20H714U,,58122,Corso Dante 140,1,0,0,58122,1981-09-20,M,N,Esposito,Matteo,3278710564,,matteo.esposito86@example.it,58122
9800183,LMBLCU01P26D957S,,58183,Corso Pascoli 45,,0,0,58183,2001-09-26,M,C,Lombardi,Luca,3628188707,,luca.lombardi74@example.it,58183
9800184,GRCCHR63D49H944B,,58437,Viale Kennedy 119,,0,0,58437,1963-04-09,F,V,Greco,Chiara,3402049550,,chiara.greco54@example.it,58437
9800185,FRRSFN77A27C461I,,33607,Borgo Mazzini 26,,0,0,33607,1977-01-27,M,C,Ferrari,Stefano,3746396560,,stefano.ferrari5@example.it,33607
9800186,CNTCHR92D65L890N,,29255,Via Verdi 106,,0,0,29255,1992-04-25,F,N,Conti,Chiara,3556479547,,chiara.conti36@example.it,29255
9800187,BRBSMN52H01F957F,,27335,Viale Pascoli 93,,1,0,27335,1952-06-01,M,V,Barbieri,Simone,3508219710,,simone.barbieri56@example.it,27335
9800188,MRTPLA39S20I783O,,26820,Strada Verdi 155,,0,0,26820,1939-11-20,M,S,Moretti,Paolo,3708189885,,paolo.moretti8@example.it,26820
9800189,CSTCHR55A59B375M,,26821,Corso Dante 40,1,0,0,26821,1955-01-19,F,C,Costa,Chiara,3315941111,,chiara.costa50@example.it,26821
9800190,GLLNCL90P14F465Y,,26249,Strada Cavour 29,,0,0,26249,1990-09-14,M,S,Gallo,Nicolo,3883698572,,nicolo.gallo57@example.it,26249
9800191,CNTVNT62L70D505I,,31238,Corso Cavour 34,,0,0,31238,1962-07-30,F,N,Conti,Valentina,3433024715,,valentina.conti2@example.it,31238
9800192,FRRGRL95D12G836P,,24324,Viale Carducci 46,,0,0,24324,1995-04-12,M,D,Ferrari,Gabriele,3324493499,,gabriele.ferrari63@example.it,24324
9800193,RMNPLA14D09H712I,,24391,Corso Mazzini 80,,0,0,24391,2014-04-09,M,V,Romano,Paolo,3735536678,,paolo.romano64@example.it,24391
9800194,GRCSFO93R48L900R,,24392,Via Cavour 84,,0,0,24392,1993-10-08,F,S,Greco,Sofia,3553209017,,sofia.greco83@example.it,24392
9800195,SPSMRC80C08B069R,,24393,Strada Mazzini 138,,0,0,24393,1980-03-08,M,C,Esposito,Marco,3975493393,,marco.esposito59@example.it,24393
9800196,RZZVNT93C69I382S,,24457,Corso Pascoli 138,1,0,0,24457,1993-03-29,F,S,Rizzo,Valentina,3819000281,,valentina.rizzo24@example.it,24457
9800197,MRTGRL57L15L967S,,25415,Viale Manzoni 159,,0,0,25415,1957-07-15,M,N,Moretti,Gabriele,3552240171,,gabriele.moretti62@example.it,25415
9800198,FNTLSN58A07G850A,,24581,Viale Kennedy 38,,1,0,24581,1958-01-07,M,S,Fontana,Alessandro,3663330393,,alessandro.fontana42@example.it,24581
9800199,CSTSRA92R70H689R,,24645,Piazza Garibaldi 166,,0,0,24645,1992-10-30,F,S,Costa,Sara,3626405099,,sara.costa30@example.it,24645
9800200,GRCLSN97T21C122T,,24711,Piazza Dante 77,,0,0,24711,1997-12-21,M,C,Greco,Alessandro,3867146150,,alessandro.greco58@example.it,24711
9800201,RZZGLI56L49E226Z,,24839,Via Europa 154,,0,0,24839,1456-07-09,F,D,Rizzo,Giulia,3768600518,,giulia.rizzo45@example.it,24839
9800202,LMBLCU95M01B161R,,24904,Corso Cavour 61,,0,0,24904,1995-08-01,M,N,Lombardi,Luca,3286171873,,luca.lombardi54@example.it,24904
9800203,BRNLSN33T30E284C,,24135,Via Manzoni 138,1,0,0,24135,1933-12-30,M,S,Bruno,Alessandro,3606324340,,alessandro.bruno22@example.it,24135
9800204,MRNVNT14A43I551H,,26439,Corso Manzoni 12,,0,0,26439,2014-01-03,F,C,Marino,Valentina,3228471222,,valentina.marino31@example.it,26439
9800205,MRNSMN99M01H655J,,26567,Via Europa 71,,0,0,26567,1999-08-01,M,D,Marino,Simone,3309037541,,simone.marino70@example.it,26567
9800206,GRCFNC13M54E522L,,26568,Borgo Manzoni 139,,0,0,26568,2013-08-14,F,C,Greco,Francesca,3892858961,,francesca.greco20@example.it,26568
9800207,FNTLSN05R09I425D,,26629,Piazza Carducci 159,,0,0,26629,2005-10-09,M,D,Fontana,Alessandro,3624402516,,alessandro.fontana19@example.it,26629
9800208,RMNLSN88A25F810K,,25864,Viale Cavour 140,,0,0,25864,1988-01-25,M,N,Romano,Alessandro,3949099210,,alessandro.romano16@example.it,25864
9800209,RSSSRA80B61A083V,,26053,Corso Verdi 16,,1,0,26053,1980-02-21,F,N,Rossi,Sara,3662179107,,sara.rossi27@example.it,26053
9800210,FRRSFN81E16D105V,,25479,Via Verdi 123,1,0,0,25479,1981-05-16,M,V,Ferrari,Stefano,3405655443,,stefano.ferrari94@example.it,25479
9800211,CSTSRA62H57H512F,,25542,Piazza Verdi 69,,0,0,25542,1962-06-17,F,N,Costa,Sara,3582547884,,sara.costa3@example.it,25542
9800212,MRNNCL54M22G981M,,25669,Piazza Cavour 33,,0,0,25669,1954-08-22,M,V,Marino,Nicolo,3677161069,,nicolo.marino92@example.it,25669
9800213,BRNNCL80H09D577V,,25798,Borgo Carducci 173,,0,0,25798,1980-06-09,M,C,Bruno,Nicolo,3536281670,,nicolo.bruno27@example.it,25798
9800214,LMBMRT07E51E671B,,25161,Strada Roma 163,,0,0,25161,2007-05-11,F,V,Lombardi,Marta,3576076265,,marta.lombardi23@example.it,25161
9800215,GRCLSN89R10B441E,,25223,Piazza Kennedy 144,,0,0,25223,1989-10-10,M,V,Greco,Alessandro,3209580337,,alessandro.greco19@example.it,25223
9800216,RZZGLI42H51F904R,,25350,Borgo Mazzini 65,,0,0,25350,1942-06-11,F,D,Rizzo,Giulia,3588739719,,giulia.rizzo24@example.it,25350
9800217,FRRMTT76C27C422Q,,32073,Viale Cavour 47,1,0,0,32073,1976-03-27,M,V,Ferrari,Matteo,3322291647,,matteo.ferrari90@example.it,32073
9800218,BNCLSN87D10H610U,,32202,Corso Carducci 140,,0,0,32202,1987-04-10,M,C,Bianchi,Alessandro,3404311351,,alessandro.bianchi23@example.it,32202
9800219,SPSGLI23H49D818P,,32262,Borgo Garibaldi 60,,0,0,32262,1923-06-09,F,D,Esposito,Giulia,3494105571,,giulia.esposito54@example.it,32262
9800220,BNCPLA73D10H280L,,32263,Strada Europa 28,,1,0,32263,1973-04-10,M,S,Bianchi,Paolo,3216128696,,paolo.bianchi98@example.it,32263
9800221,FRRSRA22P59D794P,,31558,Via Roma 57,,0,0,31558,2022-09-19,F,N,Ferrari,Sara,3581201403,,sara.ferrari39@example.it,31558
9800222,BRBMRC69E26F148I,,31622,Strada Kennedy 22,,0,0,31622,1969-05-26,M,C,Barbieri,Marco,3702038849,,marco.barbieri43@example.it,31622
9800223,CNTNCL68T16L869A,,31813,Borgo Mazzini 155,,0,0,31813,1968-12-16,M,D,Conti,Nicolo,3256785082,,nicolo.conti98@example.it,31813
9800224,RMNFRC32H55G080O,,31113,Borgo Pascoli 75,1,0,0,31113,1932-06-15,F,V,Romano,Federica,3435296016,,federica.romano96@example.it,31113
9800225,BRBGRL67R07C412T,,31173,Via Manzoni 96,,0,0,31173,1967-10-07,M,C,Barbieri,Gabriele,3216840186,,gabriele.barbieri82@example.it,31173
9800226,MRTNNA95B50F009Z,,58245,Viale Verdi 16,,0,0,58245,1995-02-10,F,V,Moretti,Anna,3237869583,,anna.moretti97@example.it,58245
9800227,FNTGRL74R30L949R,,57736,Borgo Garibaldi 30,,0,0,57736,1074-10-30,M,S,Fontana,Gabriele,3881788748,,gabriele.fontana40@example.it,57736
9800228,CSTMTT43M24A220O,,57862,Strada Roma 152,,0,0,57862,1943-08-24,M,V,Costa,Matteo,3825888063,,matteo.costa16@example.it,57862
9800229,CSTLNE27S70D717B,,1668,Viale Roma 88,,0,0,1668,1927-11-30,F,N,Costa,Elena,3346448161,,elena.costa74@example.it,1668
9800230,RZZPLA09M13C458X,,1222,Borgo Pascoli 153,,0,0,1222,2009-08-13,M,D,Rizzo,Paolo,3487401203,,paolo.rizzo15@example.it,1222
9800231,MRNFRC58B57A757O,,900,Strada Mazzini 93,1,1,0,900,1958-02-17,F,D,Marino,Federica,3232167779,,federica.marino96@example.it,900
9800232,BRNMRC10P06G095T,,53254,Piazza Cavour 92,,0,0,53254,2010-09-06,M,C,Bruno,Marco,3994721070,,marco.bruno22@example.it,53254
9800233,CSTLSN22S10G645S,,31174,Viale Verdi 154,,0,0,31174,1922-11-10,M,D,Costa,Alessandro,3857987175,,alessandro.costa38@example.it,31174
9800234,FRRFNC37R68M178L,,23690,Piazza Dante 24,,0,0,23690,1937-10-28,F,D,Ferrari,Francesca,3994559871,,francesca.ferrari73@example.it,23690
9800235,MRTNCL19S03G489Q,,22985,Piazza Carducci 171,,0,0,22985,2019-11-03,M,S,Moretti,Nicolo,3757220495,,nicolo.moretti41@example.it,22985
9800236,BNCFNC69B64M118E,,22986,Piazza Dante 54,,0,0,22986,1069-02-24,F,N,Bianchi,Francesca,3702720162,,francesca.bianchi29@example.it,22986
9800237,RZZDVD86R05C897F,,23045,Corso Kennedy 94,,0,0,23045,1986-10-05,M,C,Rizzo,Davide,3217531069,,davide.rizzo59@example.it,23045
9800238,RSSSMN41M19I418O,,23108,Via Marconi 95,1,0,0,23108,1941-08-19,M,C,Rossi,Simone,3262918727,,simone.rossi69@example.it,23108
9800239,CSTLRA02P63B554V,,23177,Piazza Cavour 128,,0,0,23177,2002-09-23,F,C,Costa,Laura,3542245858,,laura.costa62@example.it,23177
9800240,FNTLSN79E13H522W,,23304,Strada Marconi 150,,0,0,23304,1979-05-13,M,S,Fontana,Alessandro,3539810951,,alessandro.fontana71@example.it,23304
9800241,GLLLNE02C63L364H,,22603,Corso Manzoni 154,,0,0,22603,2002-03-23,F,S,Gallo,Elena,3748167984,,elena.gallo77@example.it,22603
9800242,CSTNDR59R30I592R,,28165,Corso Mazzini 115,,1,0,28165,1959-10-30,M,N,Costa,Andrea,3954237649,,andrea.costa28@example.it,28165
9800243,RSSMRC87L25B574B,,28229,Piazza Dante 79,,0,0,28229,1987-07-25,M,C,Rossi,Marco,3818532225,,marco.rossi80@example.it,28229
9800244,BRBLNE44R71L297X,,27587,Borgo Marconi 54,,0,0,27587,1944-10-31,F,N,Barbieri,Elena,3365858074,,elena.barbieri20@example.it,27587
9800245,BNCPLA46P01L554F,,27910,Strada Garibaldi 54,1,0,0,27910,1946-09-01,M,S,Bianchi,Paolo,3718881437,,paolo.bianchi46@example.it,27910
9800246,RZZGLI57E59D470W,,27911,Corso Marconi 124,,0,0,27911,1957-05-19,F,N,Rizzo,Giulia,3368166929,,giulia.rizzo52@example.it,27911
9800247,RZZLCU72R01D379U,,27078,Corso Mazzini 112,,0,0,27078,1972-10-01,M,D,Rizzo,Luca,3969862973,,luca.rizzo9@example.it,27078
9800248,GLLLSN85L09H327P,,27079,Borgo Dante 67,,0,0,27079,1985-07-09,M,V,Gallo,Alessandro,3489814576,,alessandro.gallo2@example.it,27079
9800249,RZZSRA99T49C630T,,27139,Via Kennedy 94,,0,0,27139,1999-12-09,F,D,Rizzo,Sara,3967226112,,sara.rizzo84@example.it,27139
9800250,SPSPLA82R21G560B,,19206,Strada Garibaldi 40,,0,0,19206,1982-10-21,M,S,Esposito,Paolo,3935554909,,paolo.esposito3@example.it,19206
9800251,CSTCHR67R46I392O,,19269,Viale Marconi 180,,0,0,19269,1967-10-06,F,N,Costa,Chiara,3418058828,,chiara.costa4@example.it,19269
9800252,CNTGNN01D01L157T,,18692,Corso Dante 65,1,0,0,18692,2001-04-01,M,S,Conti,Giovanni,3328840688,,giovanni.conti5@example.it,18692
9800253,BRNPLA65A30F662B,,18120,Piazza Kennedy 107,,1,0,18120,1965-01-30,M,V,Bruno,Paolo,3768955463,,paolo.bruno97@example.it,18120
9800254,GLLVNT37P61D107J,,18182,Strada Europa 167,,0,0,18182,1937-09-21,F,D,Gallo,Valentina,3622974422,,valentina.gallo65@example.it,18182
9800255,BRBNCL60R25B662I,,18183,Piazza Roma 47,,0,0,18183,1960-10-25,M,N,Barbieri,Nicolo,3291317531,,nicolo.barbieri64@example.it,18183
9800256,BRNFNC58C59L026O,,16518,Strada Garibaldi 168,,0,0,16518,1958-03-19,F,D,Bruno,Francesca,3234604900,,francesca.bruno13@example.it,16518
9800257,LMBMTT69E08C500P,,16583,Viale Carducci 37,,0,0,16583,1969-05-08,M,V,Lombardi,Matteo,3543181649,,matteo.lombardi8@example.it,16583
9800258,RZZPLA91C02F829L,,18441,Via Mazzini 37,,0,0,18441,1991-03-02,M,C,Rizzo,Paolo,3373762770,,paolo.rizzo10@example.it,18441
9800259,LMBNNA93L67I008Y,,18442,Via Verdi 128,1,0,0,18442,1993-07-27,F,N,Lombardi,Anna,3435321413,,anna.lombardi65@example.it,18442
9800260,SPSSFN02R08I117Y,,17735,Viale Garibaldi 177,,0,0,17735,2002-10-08,M,D,Esposito,Stefano,3351097340,,stefano.esposito81@example.it,17735
9800261,FNTMRT69S51A501I,,17924,Viale Roma 21,,0,0,17924,1969-11-11,F,S,Fontana,Marta,3559378958,,marta.fontana89@example.it,17924
9800262,GLLDVD90H25A650S,,20869,Via Cavour 165,,0,0,20869,1990-06-25,M,S,Gallo,Davide,3339278962,,davide.gallo53@example.it,20869
9800263,CSTMRC34L23M170R,,20104,Viale Europa 46,,0,0,20104,1934-07-23,M,D,Costa,Marco,3433398149,,marco.costa60@example.it,20104
9800264,FRRNNA31T69E490D,,20105,Corso Kennedy 155,,1,0,20105,1931-12-29,F,S,Ferrari,Anna,3961975330,,anna.ferrari79@example.it,20105
9800265,MRTDVD06D17A237T,,20163,Corso Roma 30,,0,0,20163,2006-04-17,M,V,Moretti,Davide,3249772992,,davide.moretti38@example.it,20163
9800266,MRNSFO02H62L584X,,20358,Strada Marconi 180,1,0,0,20358,2002-06-22,F,D,Marino,Sofia,3559962066,,sofia.marino22@example.it,20358
9800267,RMNLSN88T21L840L,,19783,Viale Kennedy 97,,0,0,19783,1988-12-21,M,C,Romano,Alessandro,3388662628,,alessandro.romano62@example.it,19783
9800268,BNCGRL99E05I040L,,17542,Strada Cavour 43,,0,0,17542,1999-05-05,M,V,Bianchi,Gabriele,3685976046,,gabriele.bianchi34@example.it,17542
9800269,FNTVNT39M69L706G,,22665,Borgo Manzoni 135,,0,0,22665,1539-08-29,F,V,Fontana,Valentina,3509839790,,valentina.fontana17@example.it,22665
9800270,RMNDVD12A30F033D,,22728,Piazza Garibaldi 24,,0,0,22728,2012-01-30,M,C,Romano,Davide,3919890270,,davide.romano54@example.it,22728
9800271,BRNCHR24H44L781O,,22920,Piazza Manzoni 10,,0,0,22920,1924-06-04,F,V,Bruno,Chiara,3464115084,,chiara.bruno65@example.it,22920
9800272,MRTNDR43M09C078G,,22278,Piazza Garibaldi 14,,0,0,22278,1943-08-09,M,V,Moretti,Andrea,3393223449,,andrea.moretti25@example.it,22278
9800273,BRBGRL88R30I866X,,54085,Piazza Marconi 64,1,0,0,54085,1988-10-30,M,D,Barbieri,Gabriele,3408978590,,gabriele.barbieri35@example.it,54085
9800274,FNTFNC56L63D030R,,22340,Corso Cavour 2,,0,0,22340,1956-07-23,F,D,Fontana,Francesca,3487867673,,francesca.fontana91@example.it,22340
9800275,SPSSMN00C05E684W,,22408,Corso Europa 66,,1,0,22408,1600-03-05,M,V,Esposito,Simone,3445317609,,simone.esposito47@example.it,22408
9800276,BRNSRA06S44B213M,,22468,Piazza Europa 104,,0,0,22468,2006-11-04,F,N,Bruno,Sara,3798629428,,sara.bruno33@example.it,22468
9800277,BNCMRC89B28I594C,,21834,Strada Europa 91,,0,0,21834,1989-02-28,M,C,Bianchi,Marco,3641809303,,marco.bianchi2@example.it,21834
9800278,CNTSFN52E09F218V,,21899,Viale Garibaldi 91,,0,0,21899,1952-05-09,M,S,Conti,Stefano,3941643272,,stefano.conti22@example.it,21899
9800279,SPSSRA99L42I927L,,21900,Viale Carducci 150,,0,0,21900,1999-07-02,F,V,Esposito,Sara,3696823110,,sara.esposito97@example.it,21900
9800280,RZZMRC57R19B402B,,21958,Via Pascoli 47,1,0,0,21958,1957-10-19,M,D,Rizzo,Marco,3673863443,,marco.rizzo76@example.it,21958
9800281,GRCLRA69P61C815L,,22021,Viale Europa 98,,0,0,22021,1969-09-21,F,C,Greco,Laura,3604808081,,laura.greco42@example.it,22021
9800282,MRTLSN26H13D040Z,,21318,Piazza Dante 140,,0,0,21318,1926-06-13,M,V,Moretti,Alessandro,3395238664,,alessandro.moretti92@example.it,21318
9800283,MRTMRC83L03A296V,,21383,Via Marconi 12,,0,0,21383,1983-07-03,M,S,Moretti,Marco,3774096018,,marco.moretti37@example.it,21383
9800284,GLLVNT67P42B744J,,20933,Via Cavour 78,,0,0,20933,1967-09-02,F,D,Gallo,Valentina,3228166904,,valentina.gallo57@example.it,20933
9800285,RMNGNN44P08E358O,,21128,Corso Roma 23,,0,0,21128,1944-09-08,M,C,Romano,Giovanni,3453715705,,giovanni.romano55@example.it,21128
9800286,GLLLNE92E50M189V,,21129,Corso Kennedy 48,,1,0,21129,1992-05-10,F,V,Gallo,Elena,3206498351,,elena.gallo32@example.it,21129
9800287,BRNLSN37H20B070D,,21193,Via Carducci 73,1,0,0,21193,1937-06-20,M,N,Bruno,Alessandro,3388000758,,alessandro.bruno93@example.it,21193
9800288,CSTGRL78L13F269N,,21195,Via Pascoli 81,,0,0,21195,1978-07-13,M,S,Costa,Gabriele,3852547154,,gabriele.costa61@example.it,21195
9800289,MRNMTN07H61C111U,,21253,Piazza Verdi 145,,0,0,21253,2007-06-21,F,V,Marino,Martina,3352924732,,martina.marino40@example.it,21253
9800290,FRRGRL83S18G963T,,17670,Corso Manzoni 159,,0,0,17670,1983-11-18,M,N,Ferrari,Gabriele,3887554221,,gabriele.ferrari46@example.it,17670
9800291,RZZMRT91C58D942A,,17671,Piazza Europa 48,,0,0,17671,1991-03-18,F,N,Rizzo,Marta,3206992697,,marta.rizzo67@example.it,17671
9800292,BRNGRL12H15E864N,,17033,Viale Kennedy 8,,0,0,17033,2012-06-15,M,V,Bruno,Gabriele,3548866025,,gabriele.bruno54@example.it,17033
9800293,BRBGRL63H16B835T,,17093,Corso Roma 102,,0,0,17093,1963-06-16,M,S,Barbieri,Gabriele,3358744455,,gabriele.barbieri63@example.it,17093
9800294,FNTMRT79A70F229T,,16452,Piazza Europa 50,1,0,0,16452,1979-01-30,F,V,Fontana,Marta,3445873654,,marta.fontana89@example.it,16452
9800295,RZZNDR55A18L710I,,24197,Corso Manzoni 20,,0,0,24197,1955-01-18,M,V,Rizzo,Andrea,3968457313,,andrea.rizzo4@example.it,24197
9800296,CNTNNA32D60D740G,,24263,Via Europa 170,,0,0,24263,1932-04-20,F,N,Conti,Anna,3895561291,,anna.conti9@example.it,24263
9800297,FNTLSN26P24I673R,,20038,Via Europa 97,,1,0,20038,1926-09-24,M,D,Fontana,Alessandro,3466022810,,alessandro.fontana97@example.it,20038
9800298,MRTPLA79E27I088H,,18951,Viale Kennedy 82,,0,0,18951,1979-05-27,M,C,Moretti,Paolo,3862035428,,paolo.moretti66@example.it,18951
9800299,LMBFNC81B61A266X,,19013,Piazza Garibaldi 58,,0,0,19013,1981-02-21,F,V,Lombardi,Francesca,3756557570,,francesca.lombardi76@example.it,19013
9800300,CSTSMN28M11H134D,,16647,Viale Mazzini 147,,0,0,16647,1928-08-11,M,V,Costa,Simone,3769532360,,simone.costa25@example.it,16647
9800301,RMNNNA01P55L985O,,16838,Strada Verdi 106,1,0,0,16838,2001-09-15,F,S,Romano,Anna,3637718718,,anna.romano86@example.it,16838
9800302,RMNPLA77L29A954K,,16007,Viale Europa 175,,0,0,16007,1977-07-29,M,V,Romano,Paolo,3831502958,,paolo.romano85@example.it,16007
9800303,FNTSFN93M01C388B,,16135,Corso Marconi 178,,0,0,16135,1993-08-01,M,S,Fontana,Stefano,3411991553,,stefano.fontana21@example.it,16135
9800304,FRRLRA53P52I292T,,16264,Corso Mazzini 1,,0,0,16264,1953-09-12,F,N,Ferrari,Laura,3536095951,,laura.ferrari98@example.it,16264
9800305,SPSNDR08D19L979D,,16265,Via Verdi 171,,0,0,16265,2008-04-19,M,S,Esposito,Andrea,3583203259,,andrea.esposito70@example.it,16265
9800306,SPSGLI57R60C614E,,13125,Borgo Kennedy 110,,0,0,13125,1957-10-20,F,V,Esposito,Giulia,3524470939,,giulia.esposito28@example.it,13125
9800307,CNTMRC38D27D879K,,13191,Piazza Cavour 57,,0,0,13191,1938-04-27,M,S,Conti,Marco,3788101480,,marco.conti8@example.it,13191
9800308,MRTNDR83H30A568Q,,13257,Piazza Cavour 69,1,1,0,13257,1983-06-30,M,S,Moretti,Andrea,3254284718,,andrea.moretti7@example.it,13257
9800309,MRNFNC63S42F999Z,,13384,Viale Garibaldi 111,,0,0,13384,1963-11-02,F,S,Marino,Francesca,3385661776,,francesca.marino44@example.it,13384
9800310,LMBMTT64D19C848N,,13445,Via Roma 67,,0,0,13445,1964-04-19,M,S,Lombardi,Matteo,3344000810,,matteo.lombardi5@example.it,13445
9800311,LMBLNE64A54E146C,,13511,Corso Dante 144,,0,0,13511,1964-01-14,F,C,Lombardi,Elena,3273766423,,elena.lombardi32@example.it,13511
9800312,RMNSMN77E07I103H,,15560,Via Pascoli 136,,0,0,15560,1977-05-07,M,S,Romano,Simone,3332303277,,simone.romano87@example.it,15560
9800313,BRNNCL58H30A465H,,15685,Borgo Dante 81,,0,0,15685,1958-06-30,M,S,Bruno,Nicolo,3849212533,,nicolo.bruno72@example.it,15685
9800314,RMNVNT85E57G693N,,15686,Strada Marconi 63,,0,0,15686,1985-05-17,F,D,Romano,Valentina,3563368660,,valentina.romano82@example.it,15686
9800315,CNTMTT24M03H608V,,15179,Viale Marconi 117,1,0,0,15179,1924-08-03,M,V,Conti,Matteo,3487116563,,matteo.conti44@example.it,15179
9800316,LMBMRT84M66D915D,,15237,Viale Kennedy 46,,0,0,15237,1984-08-26,F,D,Lombardi,Marta,3744502526,,marta.lombardi89@example.it,15237
9800317,BRBNDR23A21H523V,,15238,Borgo Dante 1,,0,0,15238,1923-01-21,M,C,Barbieri,Andrea,3259509982,,andrea.barbieri90@example.it,15238
9800318,MRTGNN64L17E940K,,15302,Corso Pascoli 154,,0,0,15302,1964-07-17,M,C,Moretti,Giovanni,3209428672,,giovanni.moretti4@example.it,15302
9800319,FNTSFO80R55L899U,,15303,Viale Verdi 110,,1,0,15303,1980-10-15,F,V,Fontana,Sofia,3894075491,,sofia.fontana66@example.it,15303
9800320,SPSSFN88R22L349X,,15304,Piazza Dante 79,,0,0,15304,1988-10-22,M,S,Esposito,Stefano,3895140612,,stefano.esposito53@example.it,15304
9800321,LMBFRC79T48D325A,,15366,Strada Kennedy 153,,0,0,15366,1979-12-08,F,D,Lombardi,Federica,3244497318,,federica.lombardi69@example.it,15366
9800322,LMBGRL97S19G525K,,15426,Corso Verdi 1,1,0,0,15426,1997-11-19,M,N,Lombardi,Gabriele,3998098873,,gabriele.lombardi25@example.it,15426
9800323,RZZPLA47E14H924L,,15493,Corso Manzoni 169,,0,0,15493,1947-05-14,M,V,Rizzo,Paolo,3997397317,,paolo.rizzo50@example.it,15493
9800324,LMBMTN83P55A539Q,,15494,Borgo Carducci 86,,0,0,15494,1983-09-15,F,V,Lombardi,Martina,3585267061,,martina.lombardi44@example.it,15494
9800325,CSTGNN28P27L912S,,14791,Strada Carducci 71,,0,0,14791,1928-09-27,M,S,Costa,Giovanni,3604227620,,giovanni.costa42@example.it,14791
9800326,FNTSFO06A60A154S,,14919,Strada Mazzini 167,,0,0,14919,2006-01-20,F,D,Fontana,Sofia,3568955991,,sofia.fontana99@example.it,14919
9800327,FNTDVD38D24L100K,,14981,Borgo Europa 156,,0,0,14981,1938-04-24,M,N,Fontana,Davide,3948062814,,davide.fontana28@example.it,14981
9800328,BRNDVD97A04C638O,,15048,Strada Verdi 180,,0,0,15048,1997-01-04,M,S,Bruno,Davide,3201717639,,davide.bruno36@example.it,15048
9800329,GLLLRA65H67B563C,,14342,Viale Garibaldi 124,1,0,0,14342,1965-06-27,F,D,Gallo,Laura,3744463982,,laura.gallo37@example.it,14342
9800330,MRTPLA61T07G945O,,14406,Via Kennedy 67,,1,0,14406,1961-12-07,M,S,Moretti,Paolo,3873343806,,paolo.moretti19@example.it,14406
9800331,GRCFRC06A66G944J,,14474,Viale Europa 92,,0,0,14474,2006-01-26,F,C,Greco,Federica,3457007592,,federica.greco14@example.it,14474
9800332,LMBNDR45P09D854G,,14533,Strada Dante 159,,0,0,14533,1945-09-09,M,S,Lombardi,Andrea,3411790276,,andrea.lombardi52@example.it,14533
9800333,FRRMTT74L19F161T,,14597,Borgo Pascoli 30,,0,0,14597,1974-07-19,M,N,Ferrari,Matteo,3721575916,,matteo.ferrari28@example.it,14597
