ID_INDIRIZZO,ID_OPERAZIONE,ID_SOGGETTO,DATA_INIZIO_VALIDITA,DATA_FINE_VALIDITA,CAP,ID_NAZIONE,COGNOMEPRESSO,NOMEPRESSO,ID_TIPO_INDIRIZZO,SEDIME,NOMEVIA,RADICE,ESTENSIONECIVICO,LOCALITA,FRAZIONE,ID_LUOGO,ID_FONTE_PROVENIENZA,ID_FONTE_RIFERIMENTO,ID_STATO_INDIRIZZO,DATA_CANCELLAZIONE
200187,910000000000187,100187,2021-02-28,,36773,100,Barbieri,Simone,4,Corso,Carducci,3820,B,NOVE,,27335,2,4,1,
200188,910000000000188,100188,2021-11-17,,36847,100,Moretti,Paolo,1,Corso,Garibaldi,1296,,SOLAGNA,,26820,3,1,1,
200189,910000000000189,100189,2020-03-25,,32633,100,Costa,Chiara,2,Corso,Kennedy,7101,B,CALALZO DI CADORE,,26821,1,2,1,
200190,910000000000190,100190,2022-10-21,,36170,100,Gallo,Nicolo,3,Borgo,Garibaldi,269,,MONTECCHIO PRECALCINO,,26249,2,3,1,
200191,910000000000191,100191,2020-09-17,,31669,100,Conti,Valentina,4,Via,Mazzini,2860,A,FARRA DI SOLIGO,,31238,3,4,1,
200192,910000000000192,100192,2017-11-07,,45588,100,Ferrari,Gabriele,1,Piazza,Marconi,7163,A,PONTECCHIO POLESINE,,24324,1,1,1,
200193,910000000000193,100193,2021-04-21,,37733,100,Romano,Paolo,2,Borgo,Verdi,7861,B,SAN MAURO DI SALINE,,24391,2,2,1,
200194,910000000000194,100194,2017-11-14,,35088,100,Greco,Sofia,3,Piazza,Dante,9054,,VIGONZA,,24392,3,3,1,
200195,910000000000195,100195,2017-06-12,,45290,100,Esposito,Marco,4,Corso,Carducci,7059,,BOSARO,,24393,1,4,1,
200196,910000000000196,100196,2021-06-22,,31666,100,Rizzo,Valentina,1,Piazza,Pascoli,4085,,SAN VENDEMIANO,,24457,2,1,1,
200197,910000000000197,100197,2021-05-17,,45326,100,Moretti,Gabriele,2,Strada,Garibaldi,1217,B,VILLAMARZANA,,25415,3,2,1,
200198,910000000000198,100198,2021-07-17,,35037,100,Fontana,Alessandro,3,Piazza,Pascoli,6462,B,PONTELONGO,,24581,1,3,1,
200199,910000000000199,100199,2017-05-24,,45502,100,Costa,Sara,4,Borgo,Garibaldi,4304,A,SALARA,,24645,2,4,1,
200200,910000000000200,100200,2020-12-28,,45146,100,Greco,Alessandro,1,Strada,Mazzini,4506,INT,CASTELGUGLIELMO,,24711,3,1,1,
200201,910000000000201,100201,2019-06-11,,36896,100,Rizzo,Giulia,2,Via,Cavour,2811,,GRUMOLO DELLE ABBADESSE,,24839,1,2,1,
200202,910000000000202,100202,2019-04-20,,36044,100,Lombardi,Luca,3,Via,Garibaldi,6318,B,BRESSANVIDO,,24904,2,3,1,
200203,910000000000203,100203,2022-04-02,,37751,100,Bruno,Alessandro,4,Via,Pascoli,4154,B,ILLASI,,24135,3,4,1,
200204,910000000000204,100204,2022-02-14,,30321,100,Marino,Valentina,1,Via,Pascoli,7440,A,SCORZE',,26439,1,1,1,
200205,910000000000205,100205,2020-07-26,,35963,100,Marino,Simone,2,Strada,Dante,5989,,SACCOLONGO,,26567,2,2,1,
200206,910000000000206,100206,2023-09-23,,45466,100,Greco,Francesca,3,Via,Kennedy,7349,,LENDINARA,,26568,3,3,1,
200207,910000000000207,100207,2022-08-08,,36608,100,Fontana,Alessandro,4,Strada,Pascoli,1509,A,SARCEDO,,26629,1,4,1,
200208,910000000000208,100208,2020-04-18,,36589,100,Romano,Alessandro,1,Piazza,Manzoni,7186,INT,SALCEDO,,25864,2,1,1,
200209,910000000000209,100209,2023-10-07,,32756,100,Rossi,Sara,2,Viale,Roma,1866,INT,AGORDO,,26053,3,2,1,
200210,910000000000210,100210,2022-11-06,,45961,100,Ferrari,Stefano,3,Strada,Carducci,2736,,COSTA DI ROVIGO,,25479,1,3,1,
200211,910000000000211,100211,2024-12-31,,36178,100,Costa,Sara,4,Piazza,Pascoli,1926,A,ROMANO D'EZZELINO,,25542,2,4,1,
200212,910000000000212,100212,2018-04-16,,30148,100,Marino,Nicolo,1,Viale,Dante,8242,B,PRAMAGGIORE,,25669,3,1,1,
200213,910000000000213,100213,2019-07-23,,45726,100,Bruno,Nicolo,2,Corso,Verdi,9264,B,FIESSO UMBERTIANO,,25798,1,2,1,
200214,910000000000214,100214,2022-04-18,,36378,100,Lombardi,Marta,3,Corso,Marconi,4870,A,LONGARE,,25161,2,3,1,
200215,910000000000215,100215,2023-03-21,,36692,100,Greco,Alessandro,4,Borgo,Pascoli,768,,CALVENE,,25223,3,4,1,
200216,910000000000216,100216,2017-08-15,,30950,100,Rizzo,Giulia,1,Borgo,Garibaldi,8290,,NOALE,,25350,1,1,1,
200217,910000000000217,100217,2020-03-20,,30967,100,Ferrari,Matteo,2,Piazza,Carducci,7716,A,CEGGIA,,32073,2,2,1,
200218,910000000000218,100218,2023-06-02,,37202,100,Bianchi,Alessandro,3,Strada,Pascoli,1606,INT,ROVEREDO DI GUA',,32202,3,3,1,
200219,910000000000219,100219,2020-05-24,,37169,100,Esposito,Giulia,4,Via,Dante,3984,A,FUMANE,,32262,1,4,1,
200220,910000000000220,100220,2023-05-15,,31162,100,Bianchi,Paolo,1,Corso,Pascoli,9282,B,RIESE PIO X,,32263,2,1,1,
200221,910000000000221,100221,2020-02-14,,31238,100,Ferrari,Sara,2,Viale,Marconi,3669,INT,FREGONA,,31558,3,2,1,
200222,910000000000222,100222,2020-10-27,,35973,100,Barbieri,Marco,3,Piazza,Marconi,5899,B,MERLARA,,31622,1,3,1,
200223,910000000000223,100223,2023-04-22,,37326,100,Conti,Nicolo,4,Piazza,Pascoli,3468,A,VIGASIO,,31813,2,4,1,
200224,910000000000224,100224,2020-10-18,,37856,100,Romano,Federica,1,Strada,Garibaldi,3418,A,OPPEANO,,31113,3,1,1,
200225,910000000000225,100225,2022-09-04,,37078,100,Barbieri,Gabriele,2,Via,Europa,1603,,CAZZANO DI TRAMIGNA,,31173,1,2,1,
200226,910000000000226,100226,2019-02-19,,31173,100,Moretti,Anna,3,Piazza,Cavour,6035,INT,MASER,,58245,2,3,1,
200227,910000000000227,100227,2021-01-23,,37968,100,Fontana,Gabriele,4,Strada,Manzoni,9008,B,VILLAFRANCA DI VERONA,,57736,3,4,1,
200228,910000000000228,100228,2019-04-12,,36841,100,Costa,Matteo,1,Piazza,Dante,8433,A,ALONTE,,57862,1,1,1,
200229,910000000000229,100229,2024-07-01,,36108,100,Costa,Elena,2,Via,Cavour,1028,B,TONEZZA DEL CIMONE,,1668,2,2,1,
200230,910000000000230,100230,2021-10-22,,32280,100,Rizzo,Paolo,3,Viale,Verdi,7792,A,CENCENIGHE AGORDINO,,1222,3,3,1,
200231,910000000000231,100231,2021-09-18,,32489,100,Marino,Federica,4,Piazza,Pascoli,6059,,BELLUNO,,900,1,4,1,
200232,910000000000232,100232,2021-05-28,,36101,100,Bruno,Marco,1,Piazza,Garibaldi,8553,B,ORGIANO,,53254,2,1,1,
200233,910000000000233,100233,2018-05-17,,31018,100,Costa,Alessandro,2,Borgo,Europa,3604,A,PIEVE DI SOLIGO,,31174,3,2,1,
200234,910000000000234,100234,2024-01-19,,37986,100,Ferrari,Francesca,3,Viale,Pascoli,9864,,ZIMELLA,,23690,1,3,1,
200235,910000000000235,100235,2020-11-29,,37115,100,Moretti,Nicolo,4,Borgo,Verdi,8636,B,PESCHIERA DEL GARDA,,22985,2,4,1,
200236,910000000000236,100236,2021-07-02,,31368,100,Bianchi,Francesca,1,Piazza,Dante,4048,A,VOLPAGO DEL MONTELLO,,22986,3,1,1,
200237,910000000000237,100237,2021-07-10,,37562,100,Rizzo,Davide,2,Corso,Pascoli,5636,B,COLOGNOLA AI COLLI,,23045,1,2,1,
200238,910000000000238,100238,2020-10-08,,35002,100,Rossi,Simone,3,Borgo,Manzoni,4511,,SAONARA,,23108,2,3,1,
200239,910000000000239,100239,2023-07-23,,30970,100,Costa,Laura,4,Borgo,Carducci,3637,INT,CAMPONOGARA,,23177,3,4,1,
200240,910000000000240,100240,2018-02-02,,37758,100,Fontana,Alessandro,1,Corso,Verdi,7823,INT,RONCA',,23304,1,1,1,
200241,910000000000241,100241,2019-11-18,,37160,100,Gallo,Elena,2,Viale,Garibaldi,9493,A,TREGNAGO,,22603,2,2,1,
200242,910000000000242,100242,2018-07-01,,32338,100,Costa,Andrea,3,Viale,Manzoni,5178,INT,SELVA DI CADORE,,28165,3,3,1,
200243,910000000000243,100243,2017-01-20,,32896,100,Rossi,Marco,4,Corso,Europa,8268,,CANALE D'AGORDO,,28229,1,4,1,
200244,910000000000244,100244,2021-06-18,,36665,100,Barbieri,Elena,1,Viale,Marconi,5475,,TORRI DI QUARTESOLO,,27587,2,1,1,
200245,910000000000245,100245,2017-12-27,,36489,100,Bianchi,Paolo,2,Strada,Cavour,4604,INT,VALDASTICO,,27910,3,2,1,
200246,910000000000246,100246,2023-09-22,,32801,100,Rizzo,Giulia,3,Corso,Cavour,2912,,FALCADE,,27911,1,3,1,
200247,910000000000247,100247,2017-07-10,,36553,100,Rizzo,Luca,4,Borgo,Garibaldi,4855,,DUEVILLE,,27078,2,4,1,
200248,910000000000248,100248,2021-06-25,,32076,100,Gallo,Alessandro,1,Piazza,Cavour,7251,INT,RIVAMONTE AGORDINO,,27079,3,1,1,
200249,910000000000249,100249,2018-02-17,,32682,100,Rizzo,Sara,2,Piazza,Dante,9947,INT,CHIES D'ALPAGO,,27139,1,2,1,
200250,910000000000250,100250,2019-10-09,,36559,100,Esposito,Paolo,3,Corso,Marconi,4239,INT,PIANEZZE,,19206,2,3,1,
200251,910000000000251,100251,2022-06-30,,32071,100,Costa,Chiara,4,Strada,Manzoni,5836,INT,SAN VITO DI CADORE,,19269,3,4,1,
200252,910000000000252,100252,2023-09-28,,36302,100,Conti,Giovanni,1,Borgo,Pascoli,1957,INT,THIENE,,18692,1,1,1,
200253,910000000000253,100253,2021-04-21,,36232,100,Bruno,Paolo,2,Corso,Europa,1848,A,MONTEVIALE,,18120,2,2,1,
200254,910000000000254,100254,2020-02-06,,36402,100,Gallo,Valentina,3,Borgo,Cavour,1633,A,COSTABISSARA,,18182,3,3,1,
200255,910000000000255,100255,2020-04-17,,32255,100,Barbieri,Nicolo,4,Piazza,Marconi,3766,,PONTE NELLE ALPI,,18183,1,4,1,
200256,910000000000256,100256,2022-02-03,,45599,100,Bruno,Francesca,1,Strada,Kennedy,7773,INT,TAGLIO DI PO,,16518,2,1,1,
200257,910000000000257,100257,2021-08-21,,45969,100,Lombardi,Matteo,2,Via,Manzoni,3685,INT,CEREGNANO,,16583,3,2,1,
200258,910000000000258,100258,2017-10-20,,36168,100,Rizzo,Paolo,3,Borgo,Europa,710,INT,MUSSOLENTE,,18441,1,3,1,
200259,910000000000259,100259,2017-02-05,,35853,100,Lombardi,Anna,4,Borgo,Europa,1933,B,SAN MARTINO DI LUPARI,,18442,2,4,1,
200260,910000000000260,100260,2023-01-16,,36539,100,Esposito,Stefano,1,Via,Dante,8899,INT,SAN PIETRO MUSSOLINO,,17735,3,1,1,
200261,910000000000261,100261,2022-01-01,,32594,100,Fontana,Marta,2,Viale,Marconi,1771,,AURONZO DI CADORE,,17924,1,2,1,
200262,910000000000262,100262,2023-10-08,,37030,100,Gallo,Davide,3,Corso,Pascoli,1858,A,BARDOLINO,,20869,2,3,1,
200263,910000000000263,100263,2023-07-06,,36471,100,Costa,Marco,4,Piazza,Manzoni,9537,,ZERMEGHEDO,,20104,3,4,1,
200264,910000000000264,100264,2024-03-07,,32836,100,Ferrari,Anna,1,Piazza,Marconi,8774,INT,LA VALLE AGORDINA,,20105,1,1,1,
200265,910000000000265,100265,2019-12-28,,31548,100,Moretti,Davide,2,Corso,Verdi,6910,B,ALTIVOLE,,20163,2,2,1,
200266,910000000000266,100266,2018-05-21,,32806,100,Marino,Sofia,3,Strada,Kennedy,1254,B,VALLADA AGORDINA,,20358,3,3,1,
200267,910000000000267,100267,2020-02-10,,36208,100,Romano,Alessandro,4,Strada,Cavour,3845,INT,VICENZA,,19783,1,4,1,
200268,910000000000268,100268,2022-01-07,,30065,100,Bianchi,Gabriele,1,Strada,Garibaldi,4927,B,SAN MICHELE AL TAGLIAMENTO,,17542,2,1,1,
200269,910000000000269,100269,2018-11-08,,31156,100,Fontana,Valentina,2,Piazza,Pascoli,899,A,VEDELAGO,,22665,3,2,1,
200270,910000000000270,100270,2019-03-15,,35254,100,Romano,Davide,3,Corso,Marconi,8685,INT,MASSANZAGO,,22728,1,3,1,
200271,910000000000271,100271,2023-10-18,,37506,100,Bruno,Chiara,4,Via,Manzoni,2046,A,VERONA,,22920,2,4,1,
200272,910000000000272,100272,2022-09-09,,37460,100,Moretti,Andrea,1,Viale,Kennedy,9928,B,CASTEL D'AZZANO,,22278,3,1,1,
200273,910000000000273,100273,2020-09-08,,32251,100,Barbieri,Gabriele,2,Borgo,Kennedy,3141,,SOSPIROLO,,54085,1,2,1,
200274,910000000000274,100274,2020-07-30,,31167,100,Fontana,Francesca,3,Viale,Roma,8383,B,CORNUDA,,22340,2,3,1,
200275,910000000000275,100275,2023-07-25,,35115,100,Esposito,Simone,4,Strada,Dante,7357,INT,LOREGGIA,,22408,3,4,1,
200276,910000000000276,100276,2018-02-23,,35802,100,Bruno,Sara,1,Piazza,Cavour,2280,A,BRUGINE,,22468,1,1,1,
200277,910000000000277,100277,2020-10-26,,37158,100,Bianchi,Marco,2,Piazza,Pascoli,9513,,SELVA DI PROGNO,,21834,2,2,1,
200278,910000000000278,100278,2021-09-09,,37598,100,Conti,Stefano,3,Corso,Manzoni,1398,INT,MINERBE,,21899,3,3,1,
200279,910000000000279,100279,2022-08-21,,31845,100,Esposito,Sara,4,Strada,Mazzini,3064,,SPRESIANO,,21900,1,4,1,
200280,910000000000280,100280,2020-12-15,,37705,100,Rizzo,Marco,1,Strada,Europa,1852,,CALDIERO,,21958,2,1,1,
200281,910000000000281,100281,2023-12-03,,31008,100,Greco,Laura,2,Strada,Kennedy,6650,INT,CODOGNE',,22021,3,2,1,
200282,910000000000282,100282,2017-08-25,,35263,100,Moretti,Alessandro,3,Via,Kennedy,385,A,CORREZZOLA,,21318,1,3,1,
200283,910000000000283,100283,2023-05-23,,35713,100,Moretti,Marco,4,Piazza,Mazzini,8025,A,ANGUILLARA VENETA,,21383,2,4,1,
200284,910000000000284,100284,2023-11-19,,31491,100,Gallo,Valentina,1,Via,Kennedy,724,,CARBONERA,,20933,3,1,1,
200285,910000000000285,100285,2021-09-17,,37343,100,Romano,Giovanni,2,Viale,Roma,7702,B,ISOLA RIZZA,,21128,1,2,1,
200286,910000000000286,100286,2019-03-10,,32162,100,Gallo,Elena,3,Viale,Cavour,9167,INT,ZOPPE' DI CADORE,,21129,2,3,1,
200287,910000000000287,100287,2019-11-03,,37763,100,Bruno,Alessandro,4,Viale,Manzoni,9164,A,BOSCHI SANT'ANNA,,21193,3,4,1,
200288,910000000000288,100288,2017-07-22,,31964,100,Costa,Gabriele,1,Corso,Carducci,3546,B,MOGLIANO VENETO,,21195,1,1,1,
200289,910000000000289,100289,2023-03-15,,31138,100,Marino,Martina,2,Strada,Cavour,786,B,CASTELFRANCO VENETO,,21253,2,2,1,
200290,910000000000290,100290,2020-07-04,,35923,100,Ferrari,Gabriele,3,Piazza,Roma,6641,,POZZONOVO,,17670,3,3,1,
200291,910000000000291,100291,2020-11-24,,45664,100,Rizzo,Marta,4,Strada,Marconi,2297,B,GAVELLO,,17671,1,4,1,
200292,910000000000292,100292,2019-06-22,,36945,100,Bruno,Gabriele,1,Strada,Manzoni,2649,A,MALO,,17033,2,1,1,
200293,910000000000293,100293,2022-03-09,,36867,100,Barbieri,Gabriele,2,Piazza,Mazzini,9494,INT,CARRE',,17093,3,2,1,
200294,910000000000294,100294,2024-04-15,,30835,100,Fontana,Marta,3,Corso,Cavour,1504,A,MIRA,,16452,1,3,1,
200295,910000000000295,100295,2021-02-14,,35585,100,Rizzo,Andrea,4,Viale,Cavour,5675,INT,VEGGIANO,,24197,2,4,1,
200296,910000000000296,100296,2017-01-25,,30482,100,Conti,Anna,1,Piazza,Garibaldi,8711,,FOSSALTA DI PIAVE,,24263,3,1,1,
200297,910000000000297,100297,2020-06-09,,32798,100,Fontana,Alessandro,2,Via,Mazzini,8516,INT,SOVRAMONTE,,20038,1,2,1,
200298,910000000000298,100298,2017-10-25,,32038,100,Moretti,Paolo,3,Corso,Garibaldi,9966,A,SAN PIETRO DI CADORE,,18951,2,3,1,
200299,910000000000299,100299,2022-11-15,,32080,100,Lombardi,Francesca,4,Borgo,Marconi,27,INT,CORTINA D'AMPEZZO,,19013,3,4,1,
200300,910000000000300,100300,2017-03-11,,36029,100,Costa,Simone,1,Viale,Roma,7980,A,QUINTO VICENTINO,,16647,1,1,1,
200301,910000000000301,100301,2022-04-07,,45530,100,Romano,Anna,2,Corso,Mazzini,9779,B,VILLANOVA DEL GHEBBO,,16838,2,2,1,
200302,910000000000302,100302,2017-06-06,,36142,100,Romano,Paolo,3,Via,Verdi,4417,B,BOLZANO VICENTINO,,16007,3,3,1,
200303,910000000000303,100303,2021-06-13,,30046,100,Fontana,Stefano,4,Borgo,Dante,4409,INT,JESOLO,,16135,1,4,1,
200304,910000000000304,100304,2021-02-12,,37537,100,Ferrari,Laura,1,Borgo,Garibaldi,7926,,SANT'ANNA D'ALFAEDO,,16264,2,1,1,
200305,910000000000305,100305,2018-01-06,,35648,100,Esposito,Andrea,2,Borgo,Europa,8846,INT,VILLANOVA DI CAMPOSAMPIERO,,16265,3,2,1,
200306,910000000000306,100306,2017-11-04,,31254,100,Esposito,Giulia,3,Borgo,Europa,875,B,CHIARANO,,13125,1,3,1,
200307,910000000000307,100307,2023-12-03,,35602,100,Conti,Marco,4,Via,Carducci,957,INT,GALLIERA VENETA,,13191,2,4,1,
200308,910000000000308,100308,2022-07-05,,35259,100,Moretti,Andrea,1,Strada,Carducci,253,B,BAGNOLI DI SOPRA,,13257,3,1,1,
200309,910000000000309,100309,2018-09-10,,31739,100,Marino,Francesca,2,Via,Verdi,6769,INT,ODERZO,,13384,1,2,1,
200310,910000000000310,100310,2020-11-17,,31940,100,Lombardi,Matteo,3,Corso,Dante,2699,INT,COLLE UMBERTO,,13445,2,3,1,
200311,910000000000311,100311,2020-09-26,,35259,100,Lombardi,Elena,4,Piazza,Garibaldi,2274,B,GRANZE,,13511,3,4,1,
200312,910000000000312,100312,2018-05-25,,31561,100,Romano,Simone,1,Strada,Manzoni,4704,B,SAN PIETRO DI FELETTO,,15560,1,1,1,
200313,910000000000313,100313,2021-07-27,,36825,100,Bruno,Nicolo,2,Borgo,Marconi,8534,,ASIAGO,,15685,2,2,1,
200314,910000000000314,100314,2020-10-27,,35249,100,Romano,Valentina,3,Via,Europa,4577,A,PIOVE DI SACCO,,15686,3,3,1,
200315,910000000000315,100315,2021-12-23,,37501,100,Conti,Matteo,4,Strada,Cavour,2686,,ROVERE' VERONESE,,15179,1,4,1,
200316,910000000000316,100316,2020-09-24,,37830,100,Lombardi,Marta,1,Piazza,Pascoli,7935,,GARDA,,15237,2,1,1,
200317,910000000000317,100317,2024-10-12,,31291,100,Barbieri,Andrea,2,Borgo,Carducci,3458,A,RONCADE,,15238,3,2,1,
200318,910000000000318,100318,2022-08-12,,31366,100,Moretti,Giovanni,3,Viale,Europa,1902,INT,MARENO DI PIAVE,,15302,1,3,1,
200319,910000000000319,100319,2024-01-02,,30814,100,Fontana,Sofia,4,Borgo,Marconi,5116,A,VIGONOVO,,15303,2,4,1,
200320,910000000000320,100320,2017-05-13,,35752,100,Esposito,Stefano,1,Via,Cavour,6646,INT,TREBASELEGHE,,15304,3,1,1,
200321,910000000000321,100321,2018-09-25,,30407,100,Lombardi,Federica,2,Strada,Cavour,2012,INT,DOLO,,15366,1,2,1,
200322,910000000000322,100322,2019-11-06,,45500,100,Lombardi,Gabriele,3,Borgo,Mazzini,8812,B,PETTORAZZA GRIMANI,,15426,2,3,1,
200323,910000000000323,100323,2022-08-04,,37862,100,Rizzo,Paolo,4,Strada,Verdi,5804,,SAN GIOVANNI LUPATOTO,,15493,3,4,1,
200324,910000000000324,100324,2021-01-15,,45920,100,Lombardi,Martina,1,Strada,Mazzini,6479,A,BADIA POLESINE,,15494,1,1,1,
200325,910000000000325,100325,2021-12-08,,37608,100,Costa,Giovanni,2,Via,Pascoli,4504,INT,VILLA BARTOLOMEA,,14791,2,2,1,
200326,910000000000326,100326,2019-08-29,,36503,100,Fontana,Sofia,3,Piazza,Manzoni,4369,A,ALBETTONE,,14919,3,3,1,
200327,910000000000327,100327,2020-12-10,,35667,100,Fontana,Davide,4,Piazza,Cavour,7932,B,TEOLO,,14981,1,4,1,
200328,910000000000328,100328,2024-04-14,,30408,100,Bruno,Davide,1,Strada,Marconi,647,A,CHIOGGIA,,15048,2,1,1,
200329,910000000000329,100329,2018-12-01,,35622,100,Gallo,Laura,2,Piazza,Garibaldi,2809,INT,CAMPOSAMPIERO,,14342,3,2,1,
200330,910000000000330,100330,2022-03-27,,37522,100,Moretti,Paolo,3,Via,Roma,4978,A,POVEGLIANO VERONESE,,14406,1,3,1,
200331,910000000000331,100331,2019-09-28,,31600,100,Greco,Federica,4,Corso,Pascoli,9114,A,POVEGLIANO,,14474,2,4,1,
200332,910000000000332,100332,2023-12-05,,31522,100,Lombardi,Andrea,1,Piazza,Kennedy,8514,INT,GAIARINE,,14533,3,1,1,
200333,910000000000333,100333,2021-01-17,,35064,100,Ferrari,Matteo,2,Corso,Manzoni,338,A,MESTRINO,,14597,1,2,1,
200334,910000000000334,100334,2017-01-04,,35576,100,Gallo,Laura,3,Borgo,Carducci,9990,,CARMIGNANO DI BRENTA,,14660,2,3,1,
200335,910000000000335,100335,2023-01-12,,37809,100,Barbieri,Matteo,4,Via,Europa,1472,A,PALU',,14089,3,4,1,
200336,910000000000336,100336,2022-01-09,,31735,100,Rossi,Federica,1,Borgo,Roma,4554,INT,VIDOR,,14090,1,1,1,
200337,910000000000337,100337,2017-09-08,,37628,100,Bianchi,Luca,2,Via,Verdi,9689,INT,CEREA,,14149,2,2,1,
200338,910000000000338,100338,2019-08-31,,36514,100,Barbieri,Davide,3,Strada,Mazzini,8928,,CREAZZO,,1159,3,3,1,
200339,910000000000339,100339,2023-07-05,,36229,100,Bruno,Anna,4,Viale,Roma,9674,,SANTORSO,,709,1,4,1,
200340,910000000000340,100340,2018-09-20,,45333,100,Bianchi,Marco,1,Viale,Verdi,1812,INT,VILLANOVA MARCHESANA,,59781,2,1,1,
200341,910000000000341,100341,2018-03-04,,45890,100,Conti,Martina,2,Strada,Dante,6609,INT,BAGNOLO DI PO,,58438,3,2,1,
200342,910000000000342,100342,2019-03-30,,45973,100,Rizzo,Paolo,3,Piazza,Kennedy,2601,A,ROSOLINA,,58694,1,3,1,
200343,910000000000343,100343,2018-10-01,,31367,100,Greco,Alessandro,4,Via,Roma,3412,A,PONTE DI PIAVE,,14150,2,4,1,
200344,910000000000344,100344,2020-02-10,,31669,100,Conti,Sofia,1,Strada,Verdi,7650,A,FOLLINA,,14213,3,1,1,
200345,910000000000345,100345,2020-08-06,,35753,100,Esposito,Nicolo,2,Viale,Pascoli,4846,,SANT'ANGELO DI PIOVE DI SACCO,,14214,1,2,1,
200346,910000000000346,100346,2017-10-08,,30565,100,Greco,Giulia,3,Piazza,Cavour,8363,,ANNONE VENETO,,14280,2,3,1,
200347,910000000000347,100347,2019-02-18,,35119,100,Moretti,Stefano,4,Strada,Cavour,4122,,BOARA PISANI,,13573,3,4,1,
200348,910000000000348,100348,2023-05-25,,37543,100,Greco,Stefano,1,Piazza,Manzoni,4026,A,SORGA',,13704,1,1,1,
200349,910000000000349,100349,2017-05-22,,31434,100,Fontana,Sofia,2,Strada,Dante,2435,,TREVISO,,13769,2,2,1,
200350,910000000000350,100350,2021-06-12,,32070,100,Moretti,Marco,3,Strada,Dante,7794,A,OSPITALE DI CADORE,,12295,3,3,1,
200351,910000000000351,100351,2019-06-12,,31172,100,Bianchi,Chiara,4,Corso,Marconi,1724,,MASERADA SUL PIAVE,,12296,1,4,1,
200352,910000000000352,100352,2022-01-17,,35254,100,Bruno,Paolo,1,Strada,Pascoli,2601,INT,CITTADELLA,,12423,2,1,1,
200353,910000000000353,100353,2024-08-08,,35704,100,Conti,Luca,2,Corso,Kennedy,7601,B,ABANO TERME,,12486,3,2,1,
200354,910000000000354,100354,2021-08-31,,36230,100,Fontana,Laura,3,Borgo,Roma,3464,INT,FOZA,,7050,1,3,1,
200355,910000000000355,100355,2023-03-13,,36868,100,Greco,Paolo,4,Strada,Roma,3051,,ASIGLIANO VENETO,,7111,2,4,1,
200356,910000000000356,100356,2017-08-06,,35716,100,Ferrari,Marta,1,Strada,Carducci,3626,,VESCOVANA,,7173,3,1,1,
200357,910000000000357,100357,2019-04-17,,30765,100,Esposito,Davide,2,Strada,Pascoli,1379,,FOSSALTA DI PORTOGRUARO,,7240,1,2,1,
200358,910000000000358,100358,2020-08-09,,45144,100,Barbieri,Nicolo,3,Borgo,Cavour,9443,B,PORTO TOLLE,,7300,2,3,1,
200359,910000000000359,100359,2022-01-10,,37299,100,Esposito,Marta,4,Borgo,Kennedy,3467,A,SAN PIETRO DI MORUBIO,,7366,3,4,1,
200360,910000000000360,100360,2023-02-20,,35097,100,Ferrari,Stefano,1,Viale,Pascoli,8210,INT,VILLA DEL CONTE,,7367,1,1,1,
200361,910000000000361,100361,2021-09-27,,45384,100,Barbieri,Anna,2,Via,Verdi,9559,,CALTO,,7368,2,2,1,
200362,910000000000362,100362,2018-06-13,,45512,100,Costa,Davide,3,Viale,Verdi,5541,A,ADRIA,,6598,3,3,1,
200363,910000000000363,100363,2022-05-18,,31738,100,Ferrari,Davide,4,Viale,Mazzini,5945,INT,SALGAREDA,,6665,1,4,1,
200364,910000000000364,100364,2019-03-25,,36063,100,Romano,Martina,1,Borgo,Roma,8330,A,ARCUGNANO,,6791,2,1,1,
200365,910000000000365,100365,2020-09-12,,35996,100,Lombardi,Matteo,2,Viale,Cavour,2629,INT,PIACENZA D'ADIGE,,6792,3,2,1,
200366,910000000000366,100366,2017-06-04,,37232,100,Ferrari,Chiara,3,Corso,Pascoli,2157,INT,CASTELNUOVO DEL GARDA,,5254,1,3,1,
200367,910000000000367,100367,2017-12-24,,31873,100,Barbieri,Davide,4,Corso,Dante,5363,,PAESE,,5255,2,4,1,
200368,910000000000368,100368,2017-02-27,,37091,100,Conti,Stefano,1,Viale,Kennedy,8392,B,RONCO ALL'ADIGE,,6282,3,1,1,
200369,910000000000369,100369,2020-03-26,,37884,100,Ferrari,Martina,2,Viale,Carducci,643,,ERBEZZO,,6344,1,2,1,
200370,910000000000370,100370,2022-06-18,,31315,100,Greco,Paolo,3,Corso,Carducci,6526,INT,RESANA,,6345,2,3,1,
200371,910000000000371,100371,2023-09-20,,31906,100,Barbieri,Sara,4,Borgo,Manzoni,2889,A,ISTRANA,,6405,3,4,1,
200372,910000000000372,100372,2018-07-07,,45907,100,Romano,Nicolo,1,Via,Europa,3652,,MELARA,,6531,1,1,1,
200373,910000000000373,100373,2021-06-30,,37889,100,Greco,Gabriele,2,Borgo,Pascoli,6763,,VERONELLA,,5895,2,2,1,
200374,910000000000374,100374,2018-09-29,,31848,100,Moretti,Elena,3,Borgo,Pascoli,955,B,ZENSON DI PIAVE,,5961,3,3,1,
200375,910000000000375,100375,2018-07-19,,37669,100,Greco,Giovanni,4,Corso,Europa,3762,B,CONCAMARISE,,6022,1,4,1,
200376,910000000000376,100376,2020-10-11,,45052,100,Fontana,Laura,1,Corso,Europa,6866,A,FRASSINELLE POLESINE,,8774,2,1,1,
